onet_code,occupation,human_beta,job_zone,employment_2024,employment_growth_pct,openings_annual,gpt_percentile,gpt_high,openings_rank,growth_rank,labor_market_score,valid_routes,good_transitions,transition_score,usable_for_model,target_label,ability_Arm-Hand Steadiness,ability_Auditory Attention,ability_Category Flexibility,ability_Control Precision,ability_Deductive Reasoning,ability_Depth Perception,ability_Dynamic Flexibility,ability_Dynamic Strength,ability_Explosive Strength,ability_Extent Flexibility,ability_Far Vision,ability_Finger Dexterity,ability_Flexibility of Closure,ability_Fluency of Ideas,ability_Glare Sensitivity,ability_Gross Body Coordination,ability_Gross Body Equilibrium,ability_Hearing Sensitivity,ability_Inductive Reasoning,ability_Information Ordering,ability_Manual Dexterity,ability_Mathematical Reasoning,ability_Memorization,ability_Multilimb Coordination,ability_Near Vision,ability_Night Vision,ability_Number Facility,ability_Oral Comprehension,ability_Oral Expression,ability_Originality,ability_Perceptual Speed,ability_Peripheral Vision,ability_Problem Sensitivity,ability_Rate Control,ability_Reaction Time,ability_Response Orientation,ability_Selective Attention,ability_Sound Localization,ability_Spatial Orientation,ability_Speech Clarity,ability_Speech Recognition,ability_Speed of Closure,ability_Speed of Limb Movement,ability_Stamina,ability_Static Strength,ability_Time Sharing,ability_Trunk Strength,ability_Visual Color Discrimination,ability_Visualization,ability_Wrist-Finger Speed,ability_Written Comprehension,ability_Written Expression,style_Achievement Orientation,style_Adaptability,style_Attention to Detail,style_Cautiousness,style_Cooperation,style_Dependability,style_Empathy,style_Humility,style_Initiative,style_Innovation,style_Integrity,style_Intellectual Curiosity,style_Leadership Orientation,style_Optimism,style_Perseverance,style_Self-Confidence,style_Self-Control,style_Sincerity,style_Social Orientation,style_Stress Tolerance,style_Tolerance for Ambiguity,context_Contact With Others,context_Face-to-Face Discussions with Individuals and Within Teams,context_Freedom to Make Decisions,context_Importance of Being Exact or Accurate,context_Physical Proximity,context_Spend Time Making Repetitive Motions,context_Time Pressure,transferable_Complex Problem Solving,transferable_Coordination,transferable_Equipment Maintenance,transferable_Equipment Selection,transferable_Installation,transferable_Instructing,transferable_Judgment and Decision Making,transferable_Management of Financial Resources,transferable_Management of Material Resources,transferable_Management of Personnel Resources,transferable_Negotiation,transferable_Operation and Control,transferable_Operations Analysis,transferable_Operations Monitoring,transferable_Persuasion,transferable_Programming,transferable_Quality Control Analysis,transferable_Repairing,transferable_Service Orientation,transferable_Social Perceptiveness,transferable_Systems Analysis,transferable_Systems Evaluation,transferable_Technology Design,transferable_Time Management,transferable_Troubleshooting
29-2032.00,Diagnostic Medical Sonographers,0.2894736842105263,3,90.0,13.0,5.8,48.320693391115924,False,0.5037919826652221,0.9534127843986999,0.728602383531961,5,1,0.2,True,Nicht hoch GPT-exponiert,3.0,2.25,3.25,3.38,3.38,2.75,0.0,1.88,0.0,2.88,2.88,3.0,3.5,2.88,0.0,2.0,1.25,2.88,3.38,3.12,3.12,2.38,2.88,2.88,4.0,0.0,2.25,3.88,4.0,2.88,3.25,0.0,3.5,2.0,2.0,2.62,3.12,0.0,0.0,3.12,3.25,3.0,1.38,1.88,2.25,2.88,2.38,3.12,3.0,2.0,3.88,3.38,1.52,1.22,2.77,2.28,2.22,2.59,1.95,0.7,0.95,0.63,2.1,1.38,0.36,1.07,1.52,1.29,1.77,1.75,1.45,1.8,1.01,4.85,4.31,4.18,4.87,4.81,4.72,4.02,3.0,3.12,2.62,2.12,0.0,3.25,3.12,0.88,1.0,2.5,2.75,3.0,2.0,3.12,3.0,0.25,3.0,2.25,3.12,3.12,2.5,2.12,1.25,3.25,2.75
29-2033.00,Nuclear Medicine Technologists,0.2580645161290322,3,20.0,3.0,0.9,44.09534127843987,False,0.13488624052004333,0.5032502708559047,0.31906825568797403,5,0,0.0,True,Nicht hoch GPT-exponiert,3.0,1.75,3.38,3.0,3.5,1.88,0.0,1.88,0.0,1.88,2.88,2.88,3.0,2.88,0.0,2.0,1.25,2.0,3.5,3.75,2.88,3.0,2.75,2.0,4.12,0.0,3.0,4.25,3.88,2.75,3.0,0.0,3.88,2.0,2.12,1.75,2.88,0.0,0.0,3.0,3.25,2.38,0.88,1.88,1.88,2.62,2.25,3.0,3.0,1.0,3.75,3.62,1.71,1.41,3.0,2.82,2.34,2.65,1.65,0.67,0.8,0.53,2.24,1.97,0.43,0.93,1.64,1.41,2.06,1.84,1.11,2.03,0.27,4.83,4.65,4.45,4.66,4.42,2.53,4.1,3.0,3.25,2.12,1.88,0.0,3.38,2.88,1.0,1.38,2.75,2.38,2.75,1.12,2.88,2.75,0.88,3.12,2.0,3.25,3.62,2.5,2.25,0.75,3.0,2.25
29-2034.00,Radiologic Technologists and Technicians,0.2807017543859649,3,228.0,4.3,12.9,46.96641386782232,False,0.6554712892741061,0.6619718309859155,0.6587215601300108,5,1,0.2,True,Nicht hoch GPT-exponiert,3.12,2.38,3.12,3.0,3.5,2.12,0.38,1.88,1.62,2.62,2.75,2.75,3.38,2.25,0.88,1.62,1.25,2.38,3.38,3.25,2.88,2.0,2.62,2.5,4.0,1.0,2.0,4.12,4.12,2.12,3.25,1.38,3.75,1.75,2.25,2.38,2.88,1.25,1.88,3.0,3.38,2.88,1.0,1.75,2.88,2.75,2.75,2.5,3.0,2.38,3.62,3.0,1.3,1.41,2.77,2.39,2.26,2.65,2.07,0.93,0.83,0.35,1.99,1.14,0.32,1.1,1.18,1.15,1.77,1.6,1.56,1.8,0.49,4.97,4.5,4.01,4.67,4.72,3.69,3.66,2.5,3.12,1.38,1.62,0.0,3.12,2.62,0.5,0.88,2.62,2.25,2.88,0.62,2.62,2.25,1.0,2.75,1.12,3.25,3.12,2.25,2.38,0.88,2.88,2.25
29-2035.00,Magnetic Resonance Imaging Technologists,0.2222222222222222,3,44.1,7.1,2.6,38.894907908992415,False,0.32340195016251355,0.8494041170097508,0.5864030335861322,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,2.88,3.12,3.12,3.38,2.0,0.0,1.62,0.38,2.25,3.12,3.12,3.25,2.75,0.0,1.75,1.25,2.62,3.38,3.62,3.0,2.25,2.75,2.75,4.12,0.0,2.5,4.12,4.12,2.75,3.0,0.12,3.38,2.75,2.88,2.0,3.12,0.0,0.25,3.12,3.12,2.75,0.62,1.75,2.12,2.75,2.12,3.0,3.0,2.0,4.12,3.75,1.42,0.97,2.77,2.62,2.47,2.65,2.1,0.72,0.76,0.53,2.1,1.23,0.19,1.1,1.18,1.05,1.8,1.72,1.58,1.83,0.41,4.61,4.61,4.3,4.83,3.91,3.36,3.91,3.0,3.0,1.0,2.0,0.0,3.0,3.0,0.5,1.75,2.12,2.62,3.12,0.25,3.38,3.0,0.75,2.75,1.0,2.88,3.12,3.0,3.0,0.62,2.88,2.62
29-2036.00,Medical Dosimetrists,0.3,4,4.8,3.5,0.2,49.24160346695558,False,0.02275189599133261,0.570964247020585,0.29685807150595883,5,0,0.0,True,Nicht hoch GPT-exponiert,2.5,2.0,3.5,2.75,4.5,1.75,0.0,1.38,0.0,0.12,3.12,2.12,3.5,3.5,0.0,0.0,0.0,1.88,4.62,4.12,2.38,3.75,2.62,0.38,3.75,0.0,3.38,4.62,4.62,3.38,3.38,0.0,4.5,0.0,0.5,0.25,3.38,0.0,0.25,3.62,3.62,2.88,0.0,0.0,0.12,2.38,2.0,2.5,3.5,1.88,4.5,4.25,2.14,1.61,3.0,2.74,2.38,2.93,0.86,0.78,1.35,1.49,2.4,2.28,1.11,0.47,1.61,1.38,1.77,1.49,1.09,2.13,0.97,3.9,4.8,3.9,4.85,2.6,3.85,5.0,3.88,3.38,0.0,0.62,0.0,3.62,3.75,1.25,1.25,3.0,2.5,1.25,1.62,2.5,3.12,1.62,2.5,0.0,3.5,3.62,3.25,3.12,1.25,3.5,1.75
29-2051.00,Dietetic Technicians,0.4130434782608695,3,30.9,2.5,4.0,66.79306608884073,False,0.4122426868905742,0.46208017334777896,0.4371614301191766,5,3,0.6,True,Nicht hoch GPT-exponiert,2.88,2.62,3.5,2.25,3.5,1.88,0.0,1.88,0.38,2.25,2.88,2.75,2.88,3.25,0.38,1.75,1.38,2.25,3.25,3.12,2.38,3.0,2.5,2.12,3.75,0.38,2.75,4.0,3.88,3.12,2.75,0.38,3.25,1.25,1.5,2.0,2.88,0.12,0.38,3.12,3.12,2.12,1.25,1.88,2.0,2.88,2.5,2.75,2.88,2.12,3.25,3.12,1.18,1.14,2.6,1.53,2.22,2.47,2.07,1.09,1.18,0.82,1.66,1.05,0.88,1.42,1.1,1.02,1.5,1.66,1.79,1.22,0.66,4.78,4.64,4.15,4.45,4.08,3.19,4.31,3.0,3.12,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.88,2.62,2.12,2.25,2.75,3.0,0.5,2.88,0.0,3.5,3.12,2.88,2.88,1.0,3.0,1.75
29-2052.00,Pharmacy Technicians,0.4264705882352941,3,490.4,6.4,49.0,68.63488624052005,False,0.8791982665222102,0.8223185265438786,0.8507583965330444,5,3,0.6,True,Nicht hoch GPT-exponiert,3.0,2.12,3.5,2.0,3.25,1.38,0.0,1.12,0.12,2.25,3.0,3.0,2.88,2.12,0.0,1.88,1.25,1.38,3.0,3.25,3.0,2.75,2.38,2.0,4.12,0.0,3.0,4.0,4.0,2.0,3.12,0.0,3.0,0.12,0.5,0.5,3.0,0.0,0.0,3.0,3.75,2.62,1.12,2.0,1.88,2.88,2.62,2.88,2.12,1.38,3.88,3.0,1.12,0.83,3.0,2.54,1.84,2.65,1.1,0.84,0.69,-0.3,2.36,0.65,-0.38,0.87,1.12,0.71,1.47,1.31,1.31,1.43,-0.4,4.84,4.56,3.28,4.98,4.07,4.06,4.26,2.88,3.0,0.0,0.0,0.0,2.12,3.0,1.5,2.0,2.0,1.75,1.12,0.75,2.0,2.0,0.5,2.12,0.0,3.12,3.12,2.0,2.0,0.75,3.0,0.75
29-2053.00,Psychiatric Technicians,0.34,3,144.5,20.0,15.9,54.44203683640303,False,0.7166847237269772,0.9859154929577465,0.8513001083423619,5,3,0.6,True,Nicht hoch GPT-exponiert,2.5,2.25,3.0,2.0,3.88,1.12,0.0,1.5,2.25,2.0,3.0,2.5,3.0,3.0,0.12,2.12,2.0,1.75,3.75,3.0,2.0,1.75,2.0,2.0,3.5,0.12,1.75,4.0,4.0,3.0,2.5,0.38,4.0,0.5,2.0,2.0,3.0,0.75,0.75,3.38,3.5,2.12,1.62,2.12,2.88,2.75,2.25,2.12,2.12,0.62,3.62,3.62,0.91,2.02,2.16,1.69,2.51,2.65,3.0,1.35,1.26,0.6,2.13,0.76,0.88,2.14,1.8,1.32,2.5,2.42,2.22,2.55,1.39,4.68,4.88,3.76,3.54,4.62,2.32,3.46,3.0,3.25,0.12,0.12,0.0,3.38,3.0,0.38,0.5,2.88,3.0,1.12,1.0,1.88,3.12,0.5,1.75,0.0,3.5,4.25,3.0,2.75,0.75,2.88,1.12
29-2055.00,Surgical Technologists,0.0166666666666666,3,115.6,4.5,7.0,6.933911159263271,False,0.5325027085590466,0.6923076923076923,0.6124052004333694,5,0,0.0,True,Nicht hoch GPT-exponiert,3.88,2.88,3.0,3.0,3.38,2.88,0.0,2.0,0.0,2.88,3.5,3.88,3.38,2.88,1.0,2.25,1.88,2.88,3.12,3.38,3.62,2.12,2.88,2.75,4.0,0.0,2.25,4.0,4.0,2.5,3.75,0.0,3.75,1.38,2.62,2.12,3.88,0.12,0.12,3.0,3.5,2.88,1.62,2.0,3.0,3.0,2.88,2.88,3.0,2.0,3.38,3.0,1.45,1.35,3.0,2.62,2.6,2.65,0.95,1.15,0.67,-0.47,2.21,0.62,-0.45,0.82,1.77,1.1,2.5,1.33,0.88,2.43,-0.5,4.67,4.5,3.78,4.87,4.95,3.68,3.82,3.0,3.5,2.88,2.38,0.0,3.0,3.0,1.88,2.38,2.5,2.25,2.75,1.88,3.0,2.5,0.12,3.0,2.25,3.12,3.0,2.75,2.62,1.12,3.0,2.25
29-2056.00,Veterinary Technologists and Technicians,0.1475409836065573,3,134.2,9.1,14.3,31.527627302275192,False,0.6912242686890574,0.9052004333694474,0.7982123510292525,5,1,0.2,True,Nicht hoch GPT-exponiert,3.62,3.0,3.62,3.0,3.88,2.0,0.0,2.0,1.0,2.88,3.0,3.12,3.12,3.0,0.0,2.12,1.5,2.62,3.88,3.38,3.25,3.12,2.88,2.88,4.0,0.0,3.12,4.0,3.88,3.0,3.0,0.0,4.0,1.0,1.75,1.62,3.0,0.0,0.0,3.12,3.12,2.88,1.38,2.62,2.88,2.88,3.0,2.88,2.88,1.75,3.88,3.12,1.69,1.58,2.67,2.28,2.3,2.56,1.77,0.96,1.5,0.79,2.1,1.38,0.43,1.53,1.77,1.1,2.22,1.66,1.29,2.28,1.01,4.67,4.31,3.6,4.34,4.53,2.83,3.96,3.12,3.0,2.25,2.0,0.0,2.88,3.12,1.5,2.0,2.88,2.88,2.5,1.5,2.75,2.88,0.75,2.75,1.88,3.0,3.0,2.75,2.75,1.0,2.88,2.25
29-2057.00,Ophthalmic Medical Technicians,0.1052631578947368,3,78.8,19.8,12.5,24.593716143011918,False,0.6435536294691224,0.9848320693391116,0.8141928494041171,5,0,0.0,True,Nicht hoch GPT-exponiert,3.38,1.38,3.0,3.0,3.0,1.88,0.0,0.62,0.0,1.5,3.0,3.25,2.75,2.5,0.0,1.12,0.88,1.25,3.0,3.0,2.75,2.5,2.25,2.0,4.0,0.0,2.5,4.12,4.0,1.88,2.12,0.0,3.5,0.12,0.25,0.12,3.0,0.0,0.0,3.12,3.25,2.12,0.38,0.62,1.0,2.25,1.88,2.88,2.62,0.88,3.75,3.0,0.42,1.17,2.77,2.32,1.63,2.44,1.71,0.84,0.92,0.15,1.23,0.19,-0.09,1.32,1.15,1.1,1.7,1.52,1.7,1.8,0.16,4.91,4.68,3.91,4.73,4.59,3.82,3.32,2.38,3.0,2.0,2.5,0.0,2.62,2.88,0.12,0.38,2.0,1.75,1.5,0.38,2.0,1.75,0.5,2.12,1.25,3.12,3.0,2.0,2.0,0.0,2.62,1.75
29-2061.00,Licensed Practical and Licensed Vocational Nurses,0.25,3,651.4,2.6,54.4,43.12026002166847,False,0.8927410617551462,0.4745395449620802,0.6836403033586131,5,1,0.2,True,Nicht hoch GPT-exponiert,3.0,2.75,3.12,3.0,4.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,2.62,2.0,2.5,3.75,3.62,3.0,2.38,2.75,3.0,3.88,0.0,2.88,4.12,4.12,2.88,3.0,0.12,4.12,1.12,2.0,2.12,3.0,0.0,0.12,3.5,3.62,2.88,1.62,2.75,3.0,3.0,3.12,2.88,2.88,1.88,4.12,3.62,1.3,1.75,2.77,2.21,2.6,2.93,2.43,1.25,1.26,0.51,2.21,0.89,1.11,1.86,1.97,1.35,2.14,2.14,2.2,2.1,1.08,4.83,4.62,3.77,4.71,4.67,3.27,4.38,3.0,4.0,0.0,0.12,0.0,3.12,3.25,0.62,1.12,2.88,3.0,2.0,1.5,2.5,2.88,0.25,1.75,0.0,4.0,4.25,2.88,2.88,1.0,3.25,1.0
29-2081.00,"Opticians, Dispensing",0.238095238095238,3,79.9,2.9,6.8,41.65763813651138,False,0.5276273022751896,0.4891657638136511,0.5083965330444203,5,3,0.6,True,Nicht hoch GPT-exponiert,3.0,1.88,3.12,2.88,3.0,2.12,0.0,0.75,0.38,0.88,3.0,3.12,2.75,2.88,0.0,0.0,0.0,1.25,3.0,3.0,2.88,2.75,2.25,2.62,4.0,0.0,3.0,3.88,4.0,3.0,2.88,0.0,3.0,1.0,1.38,1.0,2.88,0.0,0.0,3.12,3.5,2.5,0.0,0.0,0.88,2.62,2.0,3.12,2.88,2.0,3.62,3.5,1.2,0.97,2.77,2.06,2.03,2.22,1.83,0.7,0.83,0.51,1.6,0.56,0.59,1.32,0.9,1.26,1.31,1.63,2.01,1.0,0.12,4.79,5.0,4.42,4.83,4.46,2.71,4.04,3.0,3.12,0.75,1.38,0.0,3.0,2.88,1.25,1.5,2.75,3.12,2.0,1.88,2.38,3.0,0.75,2.25,1.25,3.5,3.0,2.25,2.38,1.25,2.88,1.75
29-2091.00,Orthotists and Prosthetists,0.1896551724137931,5,10.1,13.3,0.9,36.348862405200435,False,0.13488624052004333,0.9544962080173348,0.5446912242686891,5,0,0.0,True,Nicht hoch GPT-exponiert,3.25,2.12,4.12,3.0,4.38,2.0,0.0,1.88,1.0,1.75,2.88,3.5,2.75,3.62,0.5,1.0,0.88,1.38,4.25,4.12,3.0,3.0,2.0,2.88,4.0,0.5,2.5,4.88,4.88,3.62,2.75,0.38,4.12,0.88,2.0,1.0,3.12,0.38,0.75,3.62,3.75,2.5,0.38,1.25,2.12,2.38,2.12,2.75,4.0,1.5,4.25,4.38,2.01,1.79,2.88,2.28,2.18,2.53,2.3,1.22,1.32,2.12,2.1,1.93,1.13,1.6,1.8,1.66,1.7,1.97,1.81,1.64,1.31,4.52,4.9,4.52,4.19,4.67,2.43,4.29,3.75,3.25,1.38,2.25,0.0,3.25,3.62,0.75,1.88,2.75,2.75,2.38,3.38,2.88,3.12,0.38,3.0,1.62,3.88,4.12,3.0,3.12,3.12,3.0,2.0
29-2092.00,Hearing Aid Specialists,0.05,3,10.7,18.4,1.0,14.030335861321777,False,0.1495124593716143,0.980498374864572,0.5650054171180932,5,1,0.2,True,Nicht hoch GPT-exponiert,3.12,3.12,3.12,3.12,3.12,1.5,0.0,0.0,0.0,0.62,2.75,3.38,3.12,2.62,0.0,0.0,0.0,3.12,3.0,3.12,3.25,2.0,2.5,2.0,3.75,0.0,2.5,3.88,3.88,2.62,3.0,0.0,3.0,0.12,0.5,0.38,3.0,0.62,0.0,3.88,3.75,2.88,0.0,0.0,0.75,2.38,1.25,2.62,2.88,0.5,3.5,3.12,1.52,1.29,2.74,1.99,2.47,2.38,2.33,1.19,1.26,1.23,2.03,1.71,0.69,1.74,1.67,1.63,1.7,2.1,2.2,1.29,0.89,4.68,4.1,4.54,4.19,4.05,2.24,3.94,3.0,3.0,2.0,2.0,0.0,3.25,3.12,1.12,1.62,2.25,2.75,0.75,0.62,2.62,3.25,0.62,2.88,2.25,3.75,3.25,2.88,3.0,1.38,3.0,2.12
29-2099.01,Neurodiagnostic Technologists,0.1875,3,178.8,5.2,13.6,36.13217768147345,False,0.6771397616468039,0.7475622968580715,0.7123510292524378,5,1,0.2,True,Nicht hoch GPT-exponiert,3.0,2.12,3.12,2.88,4.0,1.5,0.0,0.75,0.5,2.12,2.88,3.12,3.25,2.62,0.0,1.12,0.88,2.0,4.0,3.88,2.62,2.38,2.25,2.25,3.88,0.0,2.12,4.12,4.12,2.5,3.12,0.0,4.0,0.75,1.5,2.0,3.12,0.12,0.0,3.12,3.12,2.62,0.25,0.88,1.75,2.38,2.12,2.88,2.88,1.12,3.88,3.75,1.55,1.08,2.77,2.35,1.95,2.56,1.48,0.72,0.85,0.6,2.1,1.75,-0.02,0.98,1.61,1.13,1.8,1.63,1.09,1.76,0.7,4.61,4.97,4.17,4.77,4.48,3.13,4.26,3.0,2.88,2.12,1.38,0.0,3.12,3.25,1.0,1.5,2.12,2.0,3.0,0.12,3.0,1.75,0.75,3.0,2.25,3.12,3.12,3.12,3.12,0.5,3.0,2.62
29-2099.05,Ophthalmic Medical Technologists,0.0666666666666666,3,178.8,5.2,13.6,17.388949079089926,False,0.6771397616468039,0.7475622968580715,0.7123510292524378,5,0,0.0,True,Nicht hoch GPT-exponiert,3.38,1.88,3.0,3.0,3.25,1.62,0.0,1.12,0.38,1.62,3.0,2.88,3.12,2.75,0.0,1.0,1.0,1.88,3.75,3.0,2.75,2.75,2.12,2.12,4.0,0.0,2.5,4.0,4.0,2.75,3.0,0.0,4.0,1.12,1.12,1.0,3.12,0.0,0.0,3.38,3.62,2.38,0.62,1.38,1.25,2.12,2.25,3.12,2.62,1.75,3.75,3.25,0.82,1.14,3.0,2.28,1.92,2.47,1.8,0.9,1.26,0.72,1.54,1.35,1.03,1.32,1.46,1.18,1.66,1.6,1.83,1.73,0.64,4.65,4.9,3.9,4.3,4.45,2.9,3.45,2.88,3.12,0.75,1.25,0.0,3.0,3.12,0.5,0.75,2.62,2.12,1.88,0.25,2.25,2.75,0.88,1.88,0.38,3.12,3.25,2.38,2.0,0.38,3.12,1.5
29-2099.08,Patient Representatives,0.5714285714285714,3,178.8,5.2,13.6,88.67822318526544,True,0.6771397616468039,0.7475622968580715,0.7123510292524378,5,2,0.4,True,Hoch GPT-exponiert mit guten Wechseloptionen,1.5,2.0,3.0,0.38,3.12,0.75,0.0,0.75,0.25,0.88,2.75,1.88,2.88,3.0,0.0,1.75,0.88,1.88,3.12,3.0,0.38,2.38,2.75,0.62,3.88,0.0,2.38,4.0,4.0,3.0,2.62,0.0,3.62,0.0,0.0,0.0,3.0,0.12,0.0,3.62,3.75,2.62,0.0,1.88,1.25,2.88,2.0,2.0,1.88,0.25,3.75,3.75,1.07,1.72,2.08,1.63,2.51,2.65,2.9,1.56,1.56,0.89,2.21,1.02,1.0,2.18,1.87,1.5,2.14,2.24,2.33,1.99,1.26,5.0,4.83,4.31,4.55,3.98,3.31,3.09,3.12,3.38,0.0,0.0,0.0,3.38,3.25,1.88,1.62,2.62,3.12,0.0,0.38,1.25,3.62,0.88,0.25,0.0,3.88,4.0,2.88,3.0,0.75,3.25,0.0
29-9091.00,Athletic Trainers,0.4069767441860465,5,33.9,11.1,2.4,66.03466955579633,False,0.29956663055254606,0.9328277356446371,0.6161971830985915,5,3,0.6,True,Nicht hoch GPT-exponiert,2.88,2.38,3.25,2.0,4.12,2.0,1.0,2.25,1.62,2.75,3.0,3.0,3.62,3.38,0.0,2.75,1.5,2.38,4.12,3.88,2.88,2.0,2.75,3.0,3.62,0.0,2.0,4.0,4.0,3.12,3.0,0.0,4.75,0.38,0.38,0.88,3.12,0.0,0.0,3.75,3.75,2.88,1.5,2.88,3.0,2.5,3.0,2.75,3.5,1.25,3.88,3.88,1.89,1.83,2.53,1.66,2.43,2.65,2.17,1.19,1.47,1.17,2.06,1.35,1.34,1.74,1.8,1.7,2.14,1.72,2.2,2.21,1.31,4.87,4.88,4.43,4.32,4.08,2.71,3.6,3.38,3.0,0.38,0.75,0.0,3.75,3.75,1.12,1.5,2.62,2.5,1.75,2.25,2.25,3.25,0.25,2.62,0.0,3.62,4.0,3.0,3.0,1.75,3.0,1.38
29-9092.00,Genetic Counselors,0.631578947368421,5,4.0,9.3,0.3,94.36619718309859,True,0.03791982665222102,0.9089924160346695,0.4734561213434453,5,2,0.4,True,Hoch GPT-exponiert mit guten Wechseloptionen,0.0,1.5,3.5,0.12,4.62,0.0,0.0,0.0,0.0,0.0,2.88,2.25,3.12,3.25,0.0,0.0,0.0,1.75,4.62,4.0,0.0,3.12,2.88,0.0,3.75,0.0,2.88,4.88,5.0,3.12,3.0,0.0,4.0,0.0,0.0,0.0,2.88,0.0,0.0,3.5,3.5,2.88,0.0,0.0,0.0,2.75,0.12,2.5,2.62,0.0,4.88,4.88,1.98,1.83,3.0,2.32,2.55,2.65,3.0,1.49,1.44,1.23,2.21,2.54,0.88,1.13,1.87,1.6,2.22,2.53,2.24,2.1,1.66,4.57,5.0,4.04,4.43,2.87,1.74,3.91,3.75,3.0,0.0,0.0,0.0,3.25,4.0,0.62,0.12,2.88,3.0,0.0,0.38,1.5,3.0,0.5,0.25,0.0,3.12,4.0,3.0,3.12,0.62,3.12,0.0
29-9093.00,Surgical Assistants,0.0392156862745098,3,25.3,5.1,1.6,11.43011917659805,False,0.2258938244853738,0.7416034669555797,0.4837486457204767,5,0,0.0,True,Nicht hoch GPT-exponiert,4.0,3.0,3.0,3.62,3.62,2.62,0.38,2.62,2.62,2.88,3.12,4.12,3.38,2.75,1.5,2.25,2.62,3.25,3.62,3.5,3.62,2.5,3.0,3.25,4.25,0.0,2.62,4.0,3.88,2.88,3.5,0.0,3.88,2.0,3.25,1.5,3.5,0.38,0.25,3.75,3.5,3.0,1.5,2.38,3.25,2.88,3.12,3.75,3.25,2.75,3.75,3.5,1.63,1.54,3.0,2.74,2.64,2.93,0.82,1.12,0.85,-0.26,2.32,0.84,-0.3,0.93,2.04,1.32,2.5,1.49,0.99,2.55,-0.27,4.76,4.43,3.51,4.6,4.87,2.98,3.33,3.12,3.25,0.0,1.12,0.38,2.88,3.12,1.25,1.75,2.12,2.62,2.75,0.88,3.38,2.62,0.88,2.62,0.0,3.25,3.38,2.75,2.75,1.12,2.75,1.75
29-9099.01,Midwives,0.25,5,41.7,3.6,2.6,43.12026002166847,False,0.32340195016251355,0.5828819068255688,0.4531419284940412,5,0,0.0,True,Nicht hoch GPT-exponiert,3.62,2.12,3.25,1.88,4.62,2.0,0.38,1.62,0.5,2.25,2.62,3.0,3.38,3.38,0.0,1.5,0.62,2.12,4.38,3.75,2.62,2.38,2.88,2.88,3.5,0.0,2.5,4.38,4.25,3.0,3.0,0.0,5.12,0.75,1.5,1.88,3.88,0.0,0.0,3.62,3.62,2.88,0.12,1.88,2.12,2.75,2.25,2.75,2.88,1.88,4.12,4.0,1.69,2.17,2.99,2.39,2.69,2.93,3.0,1.35,1.66,0.89,2.47,1.68,0.95,2.18,2.15,1.94,2.59,2.38,2.24,2.93,1.51,4.52,4.71,4.54,4.41,4.8,1.74,2.8,3.25,3.75,0.0,0.62,0.0,3.5,4.0,1.0,1.5,2.38,2.62,0.88,0.5,1.88,3.0,0.75,1.62,0.0,3.75,4.88,2.62,3.0,0.75,2.88,1.0
31-1121.00,Home Health Aides,0.0384615384615384,2,4347.7,17.0,765.8,11.105092091007585,False,0.9972914409534128,0.9777898158179849,0.9875406283856989,5,0,0.0,True,Nicht hoch GPT-exponiert,3.0,2.0,2.88,2.0,3.12,2.0,0.0,2.12,1.75,2.88,2.88,3.0,2.88,2.88,0.25,2.5,2.12,2.12,3.12,3.0,2.38,2.0,1.88,2.12,3.5,0.25,2.0,3.75,3.88,2.88,2.25,0.25,3.5,0.25,1.88,2.0,3.0,0.38,0.88,3.12,3.12,2.25,1.62,2.5,2.88,2.88,2.88,2.25,2.88,0.0,3.0,3.0,0.73,1.22,2.37,1.93,2.78,2.65,3.0,1.56,1.35,0.09,2.36,0.07,-0.19,2.35,1.64,0.92,2.26,2.17,2.22,1.99,1.06,4.37,4.21,3.47,4.3,4.36,3.24,3.43,3.0,3.0,0.0,0.0,0.0,3.0,3.0,1.25,1.38,2.25,2.75,0.38,0.25,2.12,2.88,0.0,1.25,0.0,3.38,3.25,2.0,2.0,0.25,3.0,1.0
31-1122.00,Personal Care Aides,0.3333333333333333,2,4347.7,17.0,765.8,53.62946912242686,False,0.9972914409534128,0.9777898158179849,0.9875406283856989,5,2,0.4,True,Nicht hoch GPT-exponiert,2.62,2.25,2.75,1.5,3.0,2.12,0.0,2.12,1.38,2.5,2.88,2.0,2.12,2.12,0.62,2.12,1.62,2.12,2.88,3.0,1.88,1.75,2.12,2.12,3.0,0.62,1.88,3.62,3.25,2.0,2.12,0.62,3.0,0.88,1.38,1.12,2.5,0.75,0.88,3.12,3.12,2.0,0.88,2.25,2.5,2.38,3.0,2.0,2.25,0.62,3.0,2.88,0.63,0.73,1.97,1.53,2.82,2.65,3.0,1.49,1.26,-0.24,2.24,-0.19,-0.28,2.53,1.83,0.22,2.14,2.1,2.2,1.96,0.74,4.3,4.27,3.16,3.74,4.85,3.12,4.08,2.38,2.88,0.0,0.0,0.0,2.5,2.62,0.5,1.0,2.0,2.12,1.5,0.25,1.88,2.38,0.25,1.88,0.0,3.88,3.12,1.62,1.75,0.38,2.75,1.12
